id,production_countries
332411,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
9389,"[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""LU"", ""name"": ""Luxembourg""}]"
9626,"[{""iso_3166_1"": ""NL"", ""name"": ""Netherlands""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
75638,"[{""iso_3166_1"": ""ES"", ""name"": ""Spain""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
8363,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
15670,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
290555,"[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""FR"", ""name"": ""France""}]"
8328,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
10982,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
205,"[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""IT"", ""name"": ""Italy""}, {""iso_3166_1"": ""ZA"", ""name"": ""South Africa""}]"
1620,"[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
175541,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
241254,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
31932,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
1933,"[{""iso_3166_1"": ""ES"", ""name"": ""Spain""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""IT"", ""name"": ""Italy""}]"
679,"[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
11113,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
3597,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
193893,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
9675,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
9988,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
948,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
21765,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
146304,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
7516,"[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
41439,"[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
2752,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]"
9429,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
38117,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
9792,"[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
13778,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
228203,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
41382,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
13960,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
114150,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
26602,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
10223,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
16028,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
15639,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
16112,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
26390,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
27759,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
109428,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
23049,"[{""iso_3166_1"": ""GR"", ""name"": ""Greece""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
9310,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
11411,"[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
16988,"[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
7304,"[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
24747,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
58048,"[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]"
1491,"[{""iso_3166_1"": ""CZ"", ""name"": ""Czech Republic""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
2989,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
10629,"[{""iso_3166_1"": ""IE"", ""name"": ""Ireland""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
255343,"[{""iso_3166_1"": ""BE"", ""name"": ""Belgium""}, {""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""ES"", ""name"": ""Spain""}]"
4723,"[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""FR"", ""name"": ""France""}]"
10800,"[{""iso_3166_1"": ""FR"", ""name"": ""France""}]"
25763,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
79694,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
4032,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
18615,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
10673,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
4584,"[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
2977,"[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
10760,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
11093,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
207,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
8467,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
639,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
24226,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
9285,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
14709,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
74643,"[{""iso_3166_1"": ""BE"", ""name"": ""Belgium""}, {""iso_3166_1"": ""FR"", ""name"": ""France""}]"
13788,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
83666,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
10781,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
318850,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
13908,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
1417,"[{""iso_3166_1"": ""ES"", ""name"": ""Spain""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""MX"", ""name"": ""Mexico""}]"
39180,"[{""iso_3166_1"": ""AU"", ""name"": ""Australia""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
16161,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
49950,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
10956,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
9594,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
4638,"[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]"
13972,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
5038,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""ES"", ""name"": ""Spain""}]"
13491,"[{""iso_3166_1"": ""SE"", ""name"": ""Sweden""}]"
10571,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
10994,"[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
19994,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
25166,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
30890,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
23169,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
17403,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
12120,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
9800,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
1090,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
18475,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
40160,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
18074,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
9689,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
9781,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
8009,"[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
3877,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
8854,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
152599,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
18840,"[{""iso_3166_1"": ""CN"", ""name"": ""China""}, {""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""RU"", ""name"": ""Russia""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
68727,"[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""FR"", ""name"": ""France""}]"
12657,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
8265,"[{""iso_3166_1"": ""FR"", ""name"": ""France""}]"
12410,"[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]"
34647,"[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""IT"", ""name"": ""Italy""}]"
73935,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
28178,"[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
185567,"[{""iso_3166_1"": ""ZA"", ""name"": ""South Africa""}, {""iso_3166_1"": ""FR"", ""name"": ""France""}]"
264656,"[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
35696,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
16351,"[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""FR"", ""name"": ""France""}]"
38717,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
18777,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
2110,"[{""iso_3166_1"": ""JP"", ""name"": ""Japan""}, {""iso_3166_1"": ""FR"", ""name"": ""France""}]"
9035,"[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
90,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
771,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
12154,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
9576,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
744,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
146,"[{""iso_3166_1"": ""CN"", ""name"": ""China""}, {""iso_3166_1"": ""HK"", ""name"": ""Hong Kong""}, {""iso_3166_1"": ""TW"", ""name"": ""Taiwan""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
14,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
45269,"[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]"
9493,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
22556,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
873,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
33196,"[{""iso_3166_1"": ""KR"", ""name"": ""South Korea""}]"
205596,"[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]"
10765,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
16769,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
33217,"[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
132232,"[{""iso_3166_1"": ""ES"", ""name"": ""Spain""}, {""iso_3166_1"": ""CA"", ""name"": ""Canada""}]"
11153,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
208134,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
1165,"[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""IT"", ""name"": ""Italy""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
4011,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
17202,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
9587,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
65086,"[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""SE"", ""name"": ""Sweden""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]"
10053,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
11870,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
11778,"[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
586,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
18736,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
134411,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""AE"", ""name"": ""United Arab Emirates""}]"
287903,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
9276,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
15765,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
2142,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
11397,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
77016,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
11478,"[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
266856,"[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]"
13411,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
10564,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
947,"[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]"
24150,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
228970,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
18405,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
6961,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
11442,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
2493,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
14047,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
64690,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
11132,"[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
17127,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
1562,"[{""iso_3166_1"": ""ES"", ""name"": ""Spain""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]"
232679,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
17880,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
14736,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
9434,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
23706,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
11531,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
9100,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
116,"[{""iso_3166_1"": ""IE"", ""name"": ""Ireland""}, {""iso_3166_1"": ""LU"", ""name"": ""Luxembourg""}, {""iso_3166_1"": ""RU"", ""name"": ""Russia""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
38843,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
1245,"[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
4995,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
10413,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
14012,"[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
9793,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
12212,"[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
13768,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
8975,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
342521,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
45272,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
9424,"[{""iso_3166_1"": ""AU"", ""name"": ""Australia""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
97367,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
254904,"[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
18681,"[{""iso_3166_1"": ""AU"", ""name"": ""Australia""}, {""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]"
12162,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
11495,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
64689,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
157849,"[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""DE"", ""name"": ""Germany""}]"
13166,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
15511,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
37003,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
12211,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
13816,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
51828,"[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
22798,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
7501,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
10743,"[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
37718,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
15237,"[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
9686,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
17644,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
97430,"[{""iso_3166_1"": ""HK"", ""name"": ""Hong Kong""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
12257,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
13539,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
68,"[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]"
14024,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
115,"[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
7874,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
4911,"[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
1988,"[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""PK"", ""name"": ""Pakistan""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
16222,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
9557,"[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
9026,"[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
57943,[]
18276,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
8321,"[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
72359,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
10186,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
25704,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
133694,"[{""iso_3166_1"": ""AE"", ""name"": ""United Arab Emirates""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
19265,"[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
36047,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
8053,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""FR"", ""name"": ""France""}]"
2290,"[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""HU"", ""name"": ""Hungary""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
5236,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
6552,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
1018,"[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
10075,"[{""iso_3166_1"": ""RO"", ""name"": ""Romania""}, {""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
38031,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""ES"", ""name"": ""Spain""}]"
42188,"[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
112430,[]
6687,"[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""ES"", ""name"": ""Spain""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""LT"", ""name"": ""Lithuania""}]"
13853,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
31306,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
8461,"[{""iso_3166_1"": ""AT"", ""name"": ""Austria""}, {""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""IT"", ""name"": ""Italy""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
331592,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""KH"", ""name"": ""Cambodia""}]"
47692,"[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]"
19,"[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}]"
10045,"[{""iso_3166_1"": ""FR"", ""name"": ""France""}]"
400,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
253450,"[{""iso_3166_1"": ""CN"", ""name"": ""China""}, {""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""HK"", ""name"": ""Hong Kong""}, {""iso_3166_1"": ""TW"", ""name"": ""Taiwan""}]"
9104,"[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
11190,"[{""iso_3166_1"": ""RU"", ""name"": ""Russia""}]"
16353,"[{""iso_3166_1"": ""TH"", ""name"": ""Thailand""}]"
23759,"[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]"
24206,"[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]"
10185,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
75033,[]
74536,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
31668,"[{""iso_3166_1"": ""AT"", ""name"": ""Austria""}, {""iso_3166_1"": ""HU"", ""name"": ""Hungary""}]"
13501,"[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]"
15208,"[{""iso_3166_1"": ""CZ"", ""name"": ""Czech Republic""}, {""iso_3166_1"": ""HU"", ""name"": ""Hungary""}, {""iso_3166_1"": ""SK"", ""name"": ""Slovakia""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]"
172391,"[{""iso_3166_1"": ""ZA"", ""name"": ""South Africa""}]"
262543,"[{""iso_3166_1"": ""ES"", ""name"": ""Spain""}]"
